there	EX
;	JC
public	JC
net	JC
(	JC
context	JC
ctx	JC
)	JC
{	JC
cm	JC
=	JC
(	JC
connectivitymanager	JC
)	JC
ctx	JC
.	JC
getsystemservice	JC
(	JC
ctx	JC
.	JC
connectivity_service	JC
)	JC
;	JC
netinfo	JC
=	JC
cm	JC
.	JC
getactivenetworkinfo	JC
(	JC
)	JC
;	JC
wifi	JC
=	JC
(	JC
wifimanager	JC
)	JC
ctx	JC
.	JC
getsystemservice	JC
(	JC
context	JC
.	JC
wifi_service	JC
)	JC
;	JC
}	JC
public	JC
boolean	JC
isonline	JC
(	JC
)	JC
{	JC
netinfo	JC
=	JC
cm	JC
.	JC
getactivenetworkinfo	JC
(	JC
)	JC
;	JC
if	JC
(	JC
netinfo	JC
!=	JC
null	JC
&	JC
amp	JC
;	JC
&	JC
amp	JC
;	JC
netinfo	JC
.	JC
isconnectedorconnecting	JC
(	JC
)	JC
)	JC
{	JC
return	JC
true	JC
;	JC
}	JC
else	JC
{	JC
return	JC
false	JC
;	JC
}	JC
}	JC
public	JC
networkinfo	JC
[	JC
]	JC
getname	JC
(	JC
)	JC
{	JC
networkinfo	JC
[	JC
]	JC
name	JC
=	JC
cm	JC
.	JC
getallnetworkinfo	JC
(	JC
)	JC
;	JC
return	JC
name	JC
;	JC
}	JC
public	JC
string	JC
getinfo	JC
(	JC
)	JC
{	JC
//	CCM
get	CCM
wifi	CCM
status	CCM
wifiinfo	CCM
info	CCM
=	CCM
wifi	CCM
.	CCM
getconnectioninfo	CCM
(	CCM
)	CCM
;	CCM
return	CCM
info	CCM
.	CCM
getssid	CCM
(	CCM
)	CCM
.	CCM
tostring	CCM
(	CCM
)	CCM
;	CCM
}	CCM
}	CCM
i	PRP
believe	VBP
i	PRP
should	MD
not	RB
be	VB
extending	VBG
my	PRP$
net	NN
class	NN
with	IN
activity	C
?..	JC
.	JC
.	.
i	PRP
am	VBP
getting	VBG
source	NN
not	RB
found	VBN
error	NN
when	WRB
run	VB
the	DT
app	NN
.	.
tnx	NN
in	IN
advance	NN
!	.
i	PRP
have	VBP
my	PRP$
first	JJ
application	NN
up	RP
on	IN
the	DT
market	NN
and	CC
i	PRP
have	VBP
been	VBN
liking	VBG
the	DT
statistics	NNS
so	RB
far	RB
.	.
i	PRP
got	VBD
my	PRP$
first	JJ
bug	NN
report	VBP
which	WDT
gave	VBD
me	PRP
the	DT
stack	NN
trace	NN
and	CC
a	DT
small	JJ
description	NN
.	.
i	PRP
used	VBD
the	DT
retrace	NN
tool	NN
and	CC
the	DT
trace	NN
looks	VBZ
like	IN
this	DT
:	:
java	ER
.	ER
lang	ER
.	ER
nullpointerexception	ER
at	ER
app	ER
.	ER
koreanstudy	ER
.	ER
alphabet	ER
.	ER
java	ER
.	ER
lang	ER
.	ER
string	ER
getnext	ER
(	ER
)	ER
(	ER
unknown	ER
source	ER
)	ER
void	C
play	NN
(	-LRB-
android	NNP
.	.
content	JC
.	JC
context	JC
)	JC
at	IN
app	JC
.	JC
koreanstudy	JC
.	JC
alphabetactivity	JC
.	JC
void	JC
onclick	JC
(	JC
android	JC
.	JC
view	JC
.	JC
view	JC
)	JC
(	JC
unknown	JJ
source	NN
)	-RRB-
i	PRP
ca	MD
n't	RB
quite	RB
tell	VB
where	WRB
this	DT
nullpointerex	C
is	VBZ
coming	VBG
from	IN
.	.
.	.
i	PRP
guess	VBP
the	DT
play	NN
(	-LRB-
)	-RRB-
method	NN
due	JJ
to	TO
the	DT
user	NN
's	POS
description	NN
of	IN
the	DT
problem	NN
.	.
this	DT
is	VBZ
my	PRP$
play	NN
method	NN
:	:
public	JC
void	JC
play	NN
(	JC
context	JC
context	JC
)	JC
{	JC
if	JC
(	JC
soundplayer	JC
!=	JC
null	JC
)	JC
{	JC
soundplayer	JC
.	JC
release	JC
(	JC
)	JC
;	JC
}	JC
int	JC
rid	JJ
=	SYM
0	JC
;	JC
switch	JC
(	JC
aindex	JC
)	JC
{	JC
case	JC
0	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c0	JC
;	JC
break	JC
;	JC
case	JC
1	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c1	C
;	C
break	C
;	C
case	NN
2	CD
:	:
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c2	JC
;	JC
break	JC
;	JC
case	JC
3	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c3	JC
;	JC
break	JC
;	JC
case	JC
4	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c4	JC
;	JC
break	JC
;	JC
case	JC
5	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c5	JC
;	JC
break	JC
;	JC
case	JC
6	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c6	JC
;	JC
break	JC
;	JC
case	JC
7	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c7	CCM
;	CCM
break	CCM
;	CCM
case	CCM
8	CCM
:	CCM
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c	JC
8	JC
;	JC
break	JC
;	JC
case	JC
9	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c	JC
9	JC
;	JC
break	JC
;	JC
case	JC
10	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c10	JC
;	JC
break	JC
;	JC
case	JC
11	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c11	C
;	C
break	C
;	C
case	NN
12	CD
:	:
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c12	JC
;	JC
break	JC
;	JC
case	JC
13	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
c13	JC
;	JC
break	JC
;	JC
case	JC
14	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v14	JC
;	JC
break	JC
;	JC
case	JC
15	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v15	JC
;	JC
break	JC
;	JC
case	JC
16	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v16	JC
;	JC
break	JC
;	JC
case	JC
17	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v17	JC
;	JC
break	JC
;	JC
case	JC
18	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v1	JC
8	JC
;	JC
break	JC
;	JC
case	JC
19	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v1	JC
9	JC
;	JC
break	JC
;	JC
case	JC
20	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v20	JC
;	JC
break	JC
;	JC
case	JC
21	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v21	JC
;	JC
break	JC
;	JC
case	JC
22	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v22	JC
;	JC
break	JC
;	JC
case	JC
23	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
v23	JC
;	JC
break	JC
;	JC
default	JC
:	JC
rid	JJ
=	SYM
r	JC
.	JC
raw	JC
.	JC
error	JC
;	JC
break	JC
;	JC
}	JC
soundplayer	JC
=	JC
mediaplayer	JC
.	JC
create	JC
(	JC
context	JC
,	JC
rid	JJ
)	JC
;	JC
soundplayer	JC
.	JC
start	JC
(	JC
)	JC
;	JC
}	JC
}	JC
if	IN
the	DT
error	NN
is	VBZ
indeed	RB
here	RB
i	PRP
guess	VBP
it	PRP
's	VBZ
from	IN
not	RB
checking	VBG
the	DT
mediaplayer	C
returns	VBZ
null	NN
?	.
soundplayer	JC
=	JC
mediaplayer	JC
.	JC
create	JC
(	JC
context	JC
,	JC
rid	JJ
)	-RRB-
;	.
//	CCM
should	CCM
check	CCM
if	CCM
it	CCM
's	CCM
null	CCM
here	CCM
?	CCM
soundplayer	JC
.	JC
start	JC
(	JC
)	JC
;	JC
however	RB
,	,
i	PRP
am	VBP
unsure	JJ
why	WRB
this	DT
would	MD
be	VB
a	DT
problem	NN
?	.
the	DT
user	NN
is	VBZ
on	IN
a	DT
verizon	NN
droidx2	NN
if	IN
that	DT
helps	VBZ
.	.
for	IN
completion	NN
(	-LRB-
and	CC
the	DT
null	NN
ptr	C
says	VBZ
java	ER
.	ER
lang	ER
..	F
)	-RRB-
public	JC
string	JC
getnext	JC
(	JC
)	JC
{	JC
/	JC
*	JC
*	JC
if	IN
the	DT
current	JJ
index	NN
is	VBZ
at	IN
the	DT
end	NN
,	,
do	VBP
n't	RB
increment	CCM
aindex	CCM
.	CCM
instead	RB
,	,
*	SYM
return	VBP
the	DT
final	JJ
character	NN
of	IN
the	DT
alphabet	NN
.	.
*	ER
/	ER
return	ER
aindex	ER
==23	ER
?	.
alist	JC
.	JC
get	JC
(	JC
aindex	JC
)	JC
:	JC
alist	JC
.	JC
get	JC
(	JC
+	JC
+	JC
aindex	JC
)	JC
;	JC
}	JC
trying	VBG
to	TO
get	VB
length	NN
of	IN
file	NN
which	WDT
from	IN
local	JJ
storage	NN
.	.
file	NN
exists	VBZ
100	CD
%	SYM
(	-LRB-
because	IN
i	PRP
even	RB
tried	VBD
to	TO
create	VB
it	PRP
straight	RB
before	IN
getting	VBG
the	DT
length	NN
(	-LRB-
and	CC
checked	VBD
it	PRP
exists	VBZ
)	-RRB-
.	.
code	NN
is	VBZ
as	RB
simple	JJ
as	IN
:	:
try	JC
{	JC
inputstream	JC
is	VBZ
=	SYM
new	JJ
fileinputstream	JC
(	JC
"errorlog2.txt"	JC
)	JC
;	JC
//	CCM
get	CCM
the	CCM
size	NN
of	IN
the	DT
file	NN
long	JC
length	JC
=	JC
file	JC
.	JC
length	JC
(	JC
)	JC
;	JC
//	CCM
close	CCM
the	CCM
input	C
stream	CCM
and	CCM
return	CCM
length	CCM
is	CCM
.	CCM
close	JC
(	JC
)	JC
;	JC
return	JC
length	JC
;	JC
}	JC
catch	JC
(	JC
ioexception	JC
e	JC
)	JC
{	JC
log	JC
.	JC
w	JC
(	JC
basehelper	JC
.	JC
tag_main_activity	JC
,	JC
"badstuff:"	JC
,	JC
e	JC
)	JC
;	JC
return	JC
0	JC
;	JC
in	IN
100	CD
%	SYM
cases	NNS
it	PRP
throws	VBZ
an	DT
exception	NN
.	.
what	WP
might	MD
be	VB
the	DT
problem	NN
?	.
what	WP
`	``
s	C
correct	JJ
way	NN
to	TO
get	VB
length	NN
of	IN
local	JJ
storage	NN
files	NNS
?	.
thanks	VBZ
a	DT
lot	NN
!	.
update	JC
(	JC
full	JJ
code	NN
)	-RRB-
-	--
file	NN
exists	VBZ
and	CC
readable	JJ
,	,
but	CC
no	DT
length	NN
:	:
(	-LRB-
//	CCM
creating	VBG
file	NN
string	JC
somefilename	JC
=	JC
"errlogtest.log"	JC
;	JC
try	JC
{	JC
fileoutputstream	JC
fout	JC
=	JC
openfileoutput	JC
(	JC
somefilename	JC
,	JC
context	JC
.	JC
mode_append	JC
)	JC
;	JC
outputstreamwriter	JC
osw	JC
=	JC
new	JC
outputstreamwriter	JC
(	JC
fout	JC
)	JC
;	JC
osw	JC
.	JC
write	JC
(	JC
"dsgaadfg0df9g0sdf90sg9058349sdf"	JC
)	JC
;	JC
osw	JC
.	JC
flush	JC
(	JC
)	JC
;	JC
osw	JC
.	JC
close	JC
(	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
ioexception	JC
ioe	JC
)	JC
{	JC
ioe	JC
.	JC
printstacktrace	JC
(	JC
)	JC
;	JC
}	JC
//	CCM
reading	CCM
file	CCM
try	JC
{	JC
fileinputstream	JC
filetoopen	JC
=	JC
openfileinput	JC
(	JC
somefilename	JC
)	JC
;	JC
byte	JC
[	JC
]	JC
readerbyte	JC
=	JC
new	JC
byte	JC
[	JC
filetoopen	JC
.	JC
available	JJ
(	-LRB-
)	-RRB-
]	JC
;	JC
while	JC
(	JC
filetoopen	JC
.	JC
read	JC
(	JC
readerbyte	JC
)	JC
!=	JC
-	JC
1	JC
)	JC
{	JC
}	JC
string	JC
filecontents	JC
=	JC
new	JC
string	JC
(	JC
readerbyte	JC
)	JC
;	JC
filecontents	JC
.	JC
tostring	JC
(	JC
)	JC
;	JC
//	CCM
next	CCM
line	CCM
works	VBZ
fine	JJ
toast	JC
.	JC
maketext	JC
(	JC
getapplicationcontext	JC
(	JC
)	JC
,	JC
"filecontents:"	JC
+	JC
filecontents	JC
,	JC
toast	JC
.	JC
length_long	JC
)	JC
.	JC
show	JC
(	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
filenotfoundexception	ER
e	ER
)	ER
{	ER
log	ER
.	ER
w	ER
(	ER
"readingfile"	ER
,	ER
"	ER
unable	ER
to	ER
open	ER
file	ER
"	ER
)	ER
;	ER
}	ER
catch	CCM
(	CCM
ioexception	JC
e	JC
)	JC
{	JC
log	JC
.	JC
w	JC
(	JC
"readingfile"	JC
,	JC
"errorreadingfile"	JC
)	JC
;	JC
}	JC
//	CCM
trying	VBG
to	TO
get	VB
length	NN
//	CCM
simply	RB
not	RB
working	VBG
:	.
file	JC
file	JC
=	JC
new	JC
file	JC
(	JC
somefilename	JC
)	JC
;	JC
long	JC
length2	JC
=	JC
file	JC
.	JC
length	JC
(	JC
)	JC
;	JC
toast	JC
.	JC
maketext	JC
(	JC
getapplicationcontext	JC
(	JC
)	JC
,	JC
"filelength:"	JC
+	JC
length2	JC
,	JC
toast	JC
.	JC
length_long	JC
)	JC
.	JC
show	JC
(	JC
)	JC
;	JC
//	CCM
shows	VBZ
zero	CD
and	CC
filenotfoundexception	ER
:	ER
/	ER
errlogtest	ER
.	ER
log	ER
try	JC
{	JC
randomaccessfile	JC
raffile	JC
=	JC
new	JC
randomaccessfile	JC
(	JC
new	JC
file	JC
(	JC
somefilename	JC
)	JC
,	JC
"r"	JC
)	JC
;	JC
long	JC
length	JC
=	JC
raffile	JC
.	JC
length	JC
(	JC
)	JC
;	JC
toast	JC
.	JC
maketext	JC
(	JC
getapplicationcontext	JC
(	JC
)	JC
,	JC
"filelength:"	JC
+	JC
length	JC
,	JC
toast	JC
.	JC
length_long	JC
)	JC
.	JC
show	JC
(	JC
)	JC
;	JC
catch	JC
(	JC
ioexception	JC
e	JC
)	JC
{	JC
log	JC
.	JC
w	JC
(	JC
"readingfile"	JC
,	JC
"errorreadingfile"	JC
,	JC
e	JC
)	JC
;	JC
}	JC
help	VB
please	VB
i	PRP
have	VBP
my	PRP$
main	JJ
activity	C
trying	VBG
to	TO
call	VB
a	DT
method	NN
from	IN
an	DT
imported	VBN
package	NN
.	.
i	PRP
have	VBP
posted	VBN
the	DT
call	NN
and	CC
method	NN
below	IN
.	.
the	DT
error	NN
message	NN
i	PRP
am	VBP
getting	VBG
is	VBZ
that	IN
the	DT
line	NN
setcontentview	JC
(	JC
twittersite	JC
)	JC
;	JC
i	PRP
am	VBP
getting	VBG
a	DT
null	JJ
point	NN
exception	NN
!	.
tweettotwitteractivity	JC
twitter	JC
=	JC
new	JC
tweettotwitteractivity	JC
(	JC
)	JC
;	JC
twitter	JC
.	JC
loginnewuser	JC
(	JC
v	JC
,	JC
context	JC
)	JC
;	JC
method	NN
public	JC
void	JC
loginnewuser	JC
(	JC
view	JC
v	JC
,	JC
context	JC
context	JC
)	JC
{	JC
mprefs	JC
=	JC
context	JC
.	JC
getsharedpreferences	JC
(	JC
"twitterprefs"	JC
,	JC
mode_private	JC
)	JC
;	JC
log	JC
.	JC
i	JC
(	JC
tag	JC
,	JC
"gotpreferences"	JC
)	JC
;	JC
//	CCM
load	CCM
the	CCM
twitter4j	CCM
helper	CCM
mtwitter	JC
=	JC
new	JC
twitterfactory	JC
(	JC
)	JC
.	JC
getinstance	JC
(	JC
)	JC
;	JC
log	JC
.	JC
i	JC
(	JC
tag	JC
,	JC
"gottwitter4j"	JC
)	JC
;	JC
//	CCM
tell	CCM
twitter4j	CCM
that	CCM
we	CCM
want	CCM
to	CCM
use	CCM
it	CCM
with	CCM
our	CCM
app	CCM
mtwitter	JC
.	JC
setoauthconsumer	JC
(	JC
consumer_key	JC
,	JC
consumer_secret	JC
)	JC
;	JC
try	JC
{	JC
log	JC
.	JC
i	JC
(	JC
tag	JC
,	JC
"requestappauthentication"	JC
)	JC
;	JC
mreqtoken	JC
=	JC
mtwitter	JC
.	JC
getoauthrequesttoken	JC
(	JC
callback_url	JC
)	JC
;	JC
log	JC
.	JC
i	JC
(	JC
tag	JC
,	JC
"	JC
starting	VBG
webview	C
to	TO
login	VB
to	TO
twitter	NNP
"	``
)	-RRB-
;	:
webview	JC
twittersite	JC
=	JC
new	JC
webview	JC
(	JC
context	JC
)	JC
;	JC
twittersite	JC
.	JC
requestfocus	JC
(	JC
view	JC
.	JC
focus_down	JC
)	JC
;	JC
twittersite	JC
.	JC
setontouchlistener	JC
(	JC
new	JC
view	JC
.	JC
ontouchlistener	JC
(	JC
)	JC
{	JC
public	JC
boolean	JC
ontouch	JC
(	JC
view	JC
v	JC
,	JC
motionevent	JC
event	JC
)	JC
{	JC
switch	JC
(	JC
event	JC
.	JC
getaction	JC
(	JC
)	JC
)	JC
{	JC
case	JC
motionevent	JC
.	JC
action_down	JC
:	JC
case	JC
motionevent	JC
.	JC
action_up	JC
:	JC
if	JC
(	JC
!	JC
v	JC
.	JC
hasfocus	JC
(	JC
)	JC
)	JC
{	JC
v	JC
.	JC
requestfocus	JC
(	JC
)	JC
;	JC
}	JC
break	JC
;	JC
}	JC
return	JC
false	JC
;	JC
}	JC
}	JC
)	JC
;	JC
twittersite	JC
.	JC
loadurl	JC
(	JC
mreqtoken	JC
.	JC
getauthenticationurl	JC
(	JC
)	JC
)	JC
;	JC
setcontentview	JC
(	JC
twittersite	JC
)	JC
;	JC
}	JC
catch	JC
(	JC
twitterexception	JC
e	JC
)	JC
{	JC
log	JC
.	JC
e	JC
(	JC
"helloworld"	JC
,	JC
"errorinactivity"	JC
,	JC
e	JC
)	JC
;	JC
toast	JC
.	JC
maketext	JC
(	JC
this	JC
,	JC
"	JC
twitter	JC
login	JC
error	JC
,	JC
try	JC
again	RB
later	RB
"	''
,	,
toast	JC
.	JC
length_short	JC
)	JC
.	JC
show	JC
(	JC
)	JC
;	JC
}	JC
}	JC
stacktrace	NNP
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.123	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
uncaught	ER
handler	ER
:	ER
thread	ER
main	ER
exiting	ER
due	JJ
to	TO
uncaught	ER
exception	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
java	ER
.	ER
lang	ER
.	ER
nullpointerexception	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activity	ER
.	ER
setcontentview	JC
(	JC
activity	JC
.	JC
java	JC
:	JC
1631	JC
)	JC
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
com	ER
.	ER
blundell	ER
.	ER
tut	NN
.	.
ttt	JC
.	JC
tweettotwitteractivity	JC
.	JC
loginnewuser	JC
(	JC
tweettotwitteractivity	JC
.	JC
java	JC
:	JC
184	JC
)	JC
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
com	ER
.	ER
reason	NN
.	.
max	C
.	C
reason$3	C
.	C
onclick	JC
(	JC
reason	NN
.	.
java	NNP
:	:
23	CD
9	CD
)	-RRB-
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
view	ER
.	ER
performclick	ER
(	ER
view	ER
.	ER
java	ER
:	ER
2344	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
view	ER
.	ER
ontouchevent	ER
(	ER
view	ER
.	ER
java	ER
:	ER
4133	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
widget	ER
.	ER
textview	ER
.	ER
ontouchevent	ER
(	ER
textview	ER
.	ER
java	ER
:	ER
6510	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
view	ER
.	ER
dispatchtouchevent	C
(	C
view	C
.	C
java	NNP
:	:
3672	CD
)	-RRB-
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
882	JC
)	JC
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
882	JC
)	JC
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
882	JC
)	JC
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
882	JC
)	JC
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
882	JC
)	JC
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewgroup	ER
.	ER
dispatchtouchevent	C
(	C
viewgroup	JC
.	JC
java	JC
:	JC
882	JC
)	JC
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
policy	ER
.	ER
impl	ER
.	ER
phonewindow	ER
$	C
decorview	C
.	C
superdispatchtouchevent	C
(	C
phonewindow	ER
.	ER
java	ER
:	ER
1712	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
policy	ER
.	ER
impl	ER
.	ER
phonewindow	ER
.	ER
superdispatchtouchevent	ER
(	ER
phonewindow	ER
.	ER
java	ER
:	ER
1202	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
dialog	ER
.	ER
dispatchtouchevent	C
(	C
dialog	C
.	C
java	NNP
:	:
609	CD
)	-RRB-
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
policy	ER
.	ER
impl	ER
.	ER
phonewindow	ER
$	C
decorview	C
.	C
dispatchtouchevent	C
(	C
phonewindow	ER
.	ER
java	ER
:	ER
1696	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
view	ER
.	ER
viewroot	ER
.	ER
handlemessage	ER
(	ER
viewroot	ER
.	ER
java	ER
:	ER
1658	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
handler	ER
.	ER
dispatchmessage	ER
(	ER
handler	ER
.	ER
java	ER
:	ER
99	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
os	ER
.	ER
looper	ER
.	ER
loop	ER
(	ER
looper	ER
.	ER
java	ER
:	ER
123	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
android	ER
.	ER
app	ER
.	ER
activitythread	ER
.	ER
main	ER
(	ER
activitythread	ER
.	ER
java	ER
:	ER
4203	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invokenative	ER
(	ER
native	ER
method	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
java	ER
.	ER
lang	ER
.	ER
reflect	ER
.	ER
method	ER
.	ER
invoke	ER
(	ER
method	ER
.	ER
java	ER
:	ER
521	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
:	ER
at	ER
com	ER
.	ER
android	ER
.	ER
internal	ER
.	ER
os	ER
.	ER
zygoteinit$methodandargscaller	ER
.	ER
run	ER
(	ER
zygoteinit	ER
.	ER
java	ER
:	ER
791	ER
)	ER
09	ER
-	ER
26	ER
08	ER
:	ER
21	ER
:	ER
12.312	ER
:	ER
error	ER
/	ER
androidruntime	ER
(	ER
171	ER
)	ER
